Name,HOMFLY (vector)
10_111,{0; 3; {1; 4; 1; 2; -3; 1}; {1; 4; 2; 1; -4; 2}; {1; 4; 1; -2; -3; 1}; {2; 3; -1; -1}}
10_112,{0; 4; {-2; 0; -2; 4; -1}; {-2; 0; 1; 0; 1}; {-2; 0; 3; -7; 3}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
10_113,{0; 3; {1; 3; 3; -3; 1}; {0; 2; -1; 3; -2}; {0; 3; -1; 2; 1; -1}; {1; 2; 1; 1}}
10_114,{0; 3; {-2; -1; -1; 2}; {-2; 1; 1; 0; -1; 1}; {-2; 1; 1; -2; -2; 1}; {-1; 0; -1; -1}}
10_115,{0; 3; {-1; 1; -1; 3; -1}; {-2; 2; -1; 1; 1; 1; -1}; {-1; 1; 2; -1; 2}; {0; 0; -1}}
10_116,{0; 4; {0; 0; 1}; {-2; 0; 2; -4; 2}; {-2; 0; 3; -8; 3}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
10_117,{0; 3; {-3; -1; -1; 1; 1}; {-3; 0; -1; 2; 2; -1}; {-3; 0; -1; 2; 2; -1}; {-2; -1; 1; 1}}
10_118,{0; 4; {0; 0; 1}; {-1; 1; -2; 4; -2}; {-1; 1; -3; 8; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
10_119,{0; 3; {-1; 1; 1; -1; 1}; {-2; 1; 1; -1; -2; 1}; {-2; 1; 1; -2; -2; 1}; {-1; 0; -1; -1}}
10_120,{0; 2; {3; 6; 3; 0; -3; 1}; {3; 5; 7; 3; -4}; {2; 4; 1; 4; 3}}
10_121,{0; 3; {0; 3; 1; -1; 2; -1}; {1; 3; -1; 3; -1}; {0; 3; -1; 1; 2; -1}; {1; 2; 1; 1}}
10_122,{0; 3; {-2; 0; -2; 4; -1}; {-1; 1; 3; -2; 1}; {-2; 1; 1; -1; -2; 1}; {-1; 0; -1; -1}}
10_123,{0; 4; {-1; 1; 2; -3; 2}; {-1; 1; 1; -4; 1}; {-1; 1; -2; 3; -2}; {-1; 1; -1; 4; -1}; {0; 0; 1}}
10_124,{0; 4; {4; 6; 7; -8; 2}; {4; 6; 21; -14; 1}; {4; 5; 21; -7}; {4; 5; 8; -1}; {4; 4; 1}}
10_125,{0; 3; {-1; 1; -3; 7; -3}; {-1; 1; -4; 11; -4}; {-1; 1; -1; 6; -1}; {0; 0; 1}}
10_126,{0; 3; {-3; -1; -4; 7; -2}; {-3; -1; -4; 12; -3}; {-3; -1; -1; 6; -1}; {-2; -2; 1}}
10_127,{0; 3; {2; 4; 5; -6; 2}; {2; 4; 7; -9; 3}; {2; 4; 2; -5; 1}; {3; 3; -1}}
10_128,{0; 3; {3; 6; 2; 2; -4; 1}; {3; 5; 6; 6; -5}; {3; 5; 5; 5; -1}; {3; 4; 1; 1}}
10_129,{0; 2; {-1; 2; -1; 2; 1; -1}; {-1; 2; -1; 2; 2; -1}; {0; 1; 1; 1}}
10_130,{0; 2; {-3; 0; -2; 2; 2; -1}; {-3; 0; -1; 3; 3; -1}; {-2; -1; 1; 1}}
10_131,{0; 2; {1; 4; 2; 0; -2; 1}; {1; 4; 2; -1; -2; 1}; {2; 3; -1; -1}}
10_132,{0; 2; {-3; -2; -2; 3}; {-3; -2; -1; 4}; {-2; -2; 1}}
10_133,{0; 2; {1; 4; 1; 2; -3; 1}; {1; 4; 1; 2; -3; 1}; {3; 3; -1}}
10_134,{0; 3; {3; 6; 3; 0; -3; 1}; {3; 5; 7; 3; -4}; {3; 5; 5; 4; -1}; {3; 4; 1; 1}}
10_135,{0; 2; {-1; 2; -2; 4; 0; -1}; {-1; 2; -2; 5; 1; -1}; {0; 1; 2; 1}}
10_136,{0; 2; {-2; 1; -1; 3; -2; 1}; {-1; 1; 2; -3; 1}; {0; 0; -1}}
10_137,{0; 2; {-1; 3; 1; -1; 2; -2; 1}; {0; 2; -2; 2; -2}; {1; 1; 1}}
10_138,{0; 3; {-1; 3; 2; -3; 3; -2; 1}; {-1; 2; 1; -6; 5; -3}; {0; 2; -2; 4; -1}; {1; 1; 1}}
10_139,{0; 4; {4; 6; 6; -6; 1}; {4; 6; 21; -13; 1}; {4; 5; 21; -7}; {4; 5; 8; -1}; {4; 4; 1}}
10_140,{0; 2; {0; 3; 1; -2; 4; -2}; {1; 3; -1; 4; -1}; {2; 2; 1}}
10_141,{0; 3; {0; 2; 2; -2; 1}; {0; 2; 3; -7; 3}; {0; 2; 1; -5; 1}; {1; 1; -1}}
10_142,{0; 3; {3; 6; 1; 4; -5; 1}; {3; 5; 6; 7; -5}; {3; 5; 5; 5; -1}; {3; 4; 1; 1}}
10_143,{0; 3; {-3; -2; -2; 3}; {-3; -1; -3; 8; -2}; {-3; -1; -1; 5; -1}; {-2; -2; 1}}
10_144,{0; 2; {0; 2; 3; -4; 2}; {0; 3; 2; -5; 0; 1}; {1; 2; -2; -1}}
10_145,{0; 2; {-5; -2; -1; 1; -1; 2}; {-4; -2; 1; 0; 4}; {-2; -2; 1}}
10_146,{0; 2; {0; 0; 1}; {-2; 1; -1; 1; 1; -1}; {-1; 0; 1; 1}}
10_147,{0; 2; {-1; 1; 1; -1; 1}; {-1; 2; 1; -2; -1; 1}; {0; 1; -1; -1}}
10_148,{0; 3; {-3; -1; -3; 5; -1}; {-3; -1; -3; 9; -2}; {-3; -1; -1; 5; -1}; {-2; -2; 1}}
10_149,{0; 3; {2; 4; 4; -4; 1}; {2; 4; 6; -6; 2}; {2; 4; 2; -4; 1}; {3; 3; -1}}
10_150,{0; 3; {1; 2; 2; -1}; {1; 3; 3; -4; 2}; {1; 3; 1; -4; 1}; {2; 2; -1}}
10_151,{0; 3; {-3; 0; -1; 0; 3; -1}; {-2; 0; -1; 6; -2}; {-2; 0; -1; 4; -1}; {-1; -1; 1}}
10_152,{0; 4; {4; 6; 8; -10; 3}; {4; 6; 22; -17; 2}; {4; 5; 21; -8}; {4; 5; 8; -1}; {4; 4; 1}}
10_153,{0; 3; {-2; 1; -1; -1; 6; -3}; {-2; 1; -1; -1; 10; -4}; {0; 1; 6; -1}; {0; 0; 1}}
10_154,{0; 3; {3; 6; 4; -2; -2; 1}; {3; 5; 9; -2; -2}; {3; 3; 6}; {3; 3; 1}}
10_155,{0; 3; {-2; 0; 2; -4; 3}; {-2; 0; 3; -8; 3}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
10_156,{0; 3; {-2; -1; -1; 2}; {-2; 0; -2; 5; -2}; {-2; 0; -1; 4; -1}; {-1; -1; 1}}
10_157,{0; 3; {-4; -2; -1; 0; 2}; {-4; -2; 1; -2; 5}; {-4; -2; 1; -3; 2}; {-3; -3; -1}}
10_158,{0; 3; {-1; 2; 2; -2; 0; 1}; {-1; 1; 2; -6; 1}; {-1; 1; 1; -4; 1}; {0; 0; -1}}
10_159,{0; 3; {1; 3; 1; 1; -1}; {1; 3; -1; 5; -2}; {1; 3; -1; 4; -1}; {2; 2; 1}}
10_160,{0; 3; {1; 4; 1; 0; 1; -1}; {1; 3; 3; -3; 3}; {1; 3; 1; -4; 1}; {2; 2; -1}}
10_161,{0; 3; {3; 5; 3; -1; -1}; {3; 5; 9; -1; -1}; {3; 3; 6}; {3; 3; 1}}
10_162,{0; 2; {-3; 0; 1; 0; -3; 3}; {-3; 0; 1; -1; -5; 2}; {-2; -1; -1; -2}}
10_163,{0; 3; {0; 3; 1; -1; 2; -1}; {0; 1; -1; 2}; {0; 2; -1; 3; -1}; {1; 1; 1}}
10_164,{0; 2; {-1; 1; -1; 3; -1}; {-2; 1; -1; 0; 4; -2}; {-1; 0; 1; 2}}
10_165,{0; 2; {-3; -1; -1; 1; 1}; {-4; -1; 1; -1; 0; 2}; {-3; -2; -1; -1}}
